id,title,restriction,acceptance,additional_information,modification,notes,views,medical_condition_id,created_at,updated_at
250,Parejas sexuales actuales de individuos infectado,No deben donar.,Obtener historia clínica y muestras de sangre y: referirse a un Oficial Médico Designado.,"Solamente aceptar si el núclo de anticuerpo de la HB es positivo, AgHBs negativo y VHB-DNA negativo; o si transcurrieron 12 meses desde la fecha en que el donante fue inmunizado y todos los marcadores dieron negativo  (por ejemplo, AgHBs VHB-DNA y el núcleo de anticuerpo de la HB).",,,2,275,03/14/2018 19:35:27,03/31/2018 14:26:47
248,Individuo infectado,"No debe donar. ",,,,,2,275,03/14/2018 19:35:27,05/02/2018 16:38:59
243,Hepatitis,"Nota: la hepatitis tiene una variedad de causas, incluyendo infecciones e hipersensibilidad a las drogas. Nuestra preocupación es la hepatitis viral.","Si se encuentra completamente recuperado de una hepatitis no viral, se acepta.",,,,2,273,03/14/2018 19:35:27,05/05/2018 21:03:09
252,Parejas o ex parejas sexuales de personas que se han recuperado de la infección de Hepatitis B,No deben donar si transcurrieron menos de 12 meses desde el último contacto sexual.,Obtener historia clínica (incluyendo la fecha en que la pareja se deshizo de la infección del VHB y la fecha en que comenzó la inmunización contra la VHB del donante) y muestras de sangre para referirse a un Oficial Médico Designado.,"Solamente aceptar si transcurrieron más de 12 meses desde la fecha en que se declaró que la pareja se había despejado de la infección del VHB, o más de 12 meses desde la fecha a partir de que el donante recibió la primera dosis de la vacuna contra el VHB y/o todos los marcadores son negativos (por ejemplo, AgHBs VHB-DNA y el núcleo de anticuerpo de la HB); o el núcleo de anticuerpo de la HB positivo, AgHBs negativo, y VHB-DNA negativo.",,,0,275,03/14/2018 19:35:27,03/14/2018 19:35:27
253,Personas con la que comparte el hogar,No deben donar si transcurrieron menos de 12 meses desde el último contacto.,"Obtener historia clínica (si ya no comparten hogar, incluir la fechá en que cesó) y muestras de sangre para referirse a un Oficial Médico Designado.","Si todavía comparten o transcurrieron menos de 6 meses desde que dejaron de compartir hogar: solamente aceptar si el núcleo de anticuerpo de la HB positivo, AgHBs negativo, y VHB-DNA negativo. Si no han compartido por más de seis meses: aceptar si todos los marcadores dan negativo (por ejemplo, HBsAg, VHB-DNA y el núcleo de anticuerpo de la HB); o el núcleo de anticuerpo de la HB positivo, AgHBs negativo, y VHB-DNA negativo = no hay evidencia de infección actual, con o sin inmunidad. ","Para eliminar el requisito de que los niveles de anti-HBs sean> 100 iu/l para aceptar la donación de células madre de donantes que son anti-HBc-positivos, siempre que el resultado de ADN del VHB de negativo.",,0,275,03/14/2018 19:35:27,03/14/2018 19:35:27
254,Exposición conocida,"No debe donar. ","Si transcurrieron más de 12 meses desde la inmunización, obtener historia clínica y muestras de sangre para referirse a un Oficial Médico Designado.","Solamente aceptar si todos los marcadores dan negativo (por ejemplo, AgHBs, VHB-DNA y el núcleo de anticuerpo de la HB); o el núcleo de anticuerpo de la HB positivo, AgHBs negativo, y VHB-DNA negativo. La inmunización posterior a la exposición puede ser específica con imnunoglobina anti-HB como con AgHBs. Puede combinarse con la imnunización contra la Hepatitis A. ","Para eliminar el requisito de que los niveles de anti-HBs sean> 100 iu/l para aceptar la donación de células madre de donantes que son anti-HBc-positivos, siempre que el resultado de ADN del VHB de negativo.",,0,276,03/14/2018 19:35:27,03/14/2018 19:35:27
255,Exposición desconocida,Si transcurrieron menos de siete días desde que se dio la última inmunización: referirse a un Oficial Médico Designado.,,"Las pruebas sensibles para AgHBs pueden dar positivo después de una inmunización reciente. Puede que se requiera una revisión exhaustiva para Hepatitis B. Puede combinarse con la inmnunización contra la Hepatitis A. ",,,0,276,03/14/2018 19:35:27,03/14/2018 19:35:27
256,Hepatitis C Individuos afectados,"No debe donar. ","Si el individuo fue informado de que posee anticuerpos de VHC negativos, deben tomarse muestras para determinar su elegibilidad.","La hepatitis C es una infección viral grave que puede provocar una enfermedad hepática crónica, cáncer de hígado (hepatoma) y síndrome de fatiga crónica. ambién se ha relacionado con linfomas malignos y enfermedad autoinmune. La infección se transmite fácilmente por transfusión. Las personas que están crónicamente infectadas a veces se conocen como ""portadores"".  A menudo no tienen síntomas, asociados con su infección, o son mínimos. Muchos casos están relacionados con el uso previo de drogas y, antes de la introducción de la detección de VHC en las donaciones de sangre, con las transfusiones. Individuos que han tenido infección de Hepatitis C en el pasado, y se les ha dicho que
han sido tratados con éxito, generalmente permanecerán positivos al anticuerpo del VHC durante muchos años. Como se requiere una prueba de detección de anticuerpos del VHC negativa antes de que su
la donación puede ser emitida, sus células no pueden ser utilizadas.","Se ha agregado ""Información adicional"".",,0,277,03/14/2018 19:35:27,03/14/2018 19:35:27
257,Parejas sexuales actuales de VHC positivos,No deben donar.,"Si la pareja VHC positivo del donante ha sido tratado exitosamente para la infección de hepatitis B, no ha recibido tratamiento durante doce meses y continúa en remisión sostenida, se acepta.","No se requiere la confirmación del éxito en el tratamiento de la pareja que es VHC positiva. ","""Hay suficiente evidencia para establecer que las personas que tienen una respuesta virológica sostenida al tratamiento para la infección de hepatitis C (definida como el ARN negativo restante de la hepatitis C, seis meses después del cese del tratamiento) son propensas a encontrarse curadas y que la posibilidad de recaída es menor al 1%"" (Datos del estudio Pegasys presentado en la conferencia de la 38ª Semana Anual de Enfermedades Digestivas, Washington, EE. UU., 21 de mayo de 2007, por Shiffman y otros [resumen ID #444]). 
En el Reino Unido, la transmisión sexual del VHC de un individuo infectado a su
pareja sexual es baja, pero no inexistente. Como la persona tratada tendría un riesgo muy bajo (<1%) de recaída de la infección,
y la transmisión sexual del virus de la hepatitis C es rara, la transmisión de
la hepatitis C de un individuo tratado con éxito a su pareja sexual es improbable. 

",,0,277,03/14/2018 19:35:27,03/14/2018 19:35:27
258,Personas con la que comparte el hogar,,"Se acepta. ","La hepatitis C no es contagiosa ni se contagia por vía fecal-oral. Usualmente sólo se propaga a través de una ruta directa de sangre a sangre. Por estas razones, los contactos del hogar donde conviven no necesitan ser diferidos.",,,0,277,03/14/2018 19:35:27,03/14/2018 19:35:27
259,Parejas sexuales pasadas de VHC positivos,No deben donar si: transcurrieron menos de 12 meses desde el último contacto sexual.,"Si transcurrieron menos de 12 meses desde el último contacto sexual, y la ex pareja VHC positivo del donante ha sido tratado exitosamente para la infección de hepatitis B, no ha recibido tratamiento durante doce meses y continúa en remisión sostenida, se acepta.
","La entrada para ""Discrecional"" ha sido enmendada para que sea consistente con ""2. Parejas sexuales actuales de VHC positivos"".
","Esta entrada fue actualizada por última vez en la edición 203, versión 02.",,0,277,03/14/2018 19:35:27,03/14/2018 19:35:27
260,Individuos afectados,No debe donar si: transcurrieron menos de 24 horas desde su recuperación.,"a) Si transcurrieron más de 12 meses pero menos de 24 desde su recuperación, obtener historia clínica y muestras de sangre para referirse a un Oficial Médico Designado; b) Si transcurrieron más de 24 meses desde su recuperación, se acepta.","Si transcurrieron más de 12 meses pero menos de 24 desde su recuperación: c) Si todos los marcadores para la hepatitis B dan negativo, se acepta; d) Si el núcleo del anticuerpo para HB es positivo, AgHBs en negativo y ADN-VHA es negativo, se acepta.",,,0,278,03/14/2018 19:35:27,03/14/2018 19:35:27
261,Parejas sexuales de individuos afectados,No debe donar si: transcurrieron menos de 12 meses desde la recuperación de su pareja.,,,,,0,278,03/14/2018 19:35:27,03/14/2018 19:35:27
311,Inmunización contra la Encefalitis Transmitida por Garrapatas,,,,,,0,322,03/14/2018 19:35:28,03/14/2018 19:35:28
312,Inmunización contra la Fiebre Amarilla,,,,,,0,323,03/14/2018 19:35:28,03/14/2018 19:35:28
313,Inmunización contra la Gripe,,,,,,0,324,03/14/2018 19:35:28,03/14/2018 19:35:28
262,Personas con la que comparte el hogar,No debe donar si: transcurrieron menos de 12 meses desde la recuperación de la última persona afectada en el hogar.,,"La mayoría de los casos de hepatitis de origen desconocido serán a causa de la hepatitis A o hepatitis E (o causas no virales). Pruebas adicionales para aquellos con antecedentes de hepatitis entre 12 y 24 meses antes de la donación, descartará el raro caso de VHB, que puede haber demorado la eliminación de la infección y por lo tanto todavía presentará un riesgo para la donación.","Aclaraciones respecto a los marcadores de la hepatitis B han sido agregados a la información adicional. Para eliminar el requisito de que los niveles de anti-HBs sean> 100 iu/l para aceptar la donación de células madre de donantes que son anti-HBc-positivos, siempre que el resultado de ADN del VHB de negativo.",,0,278,03/14/2018 19:35:27,03/14/2018 19:35:27
263,Hepatitis de Origen Viral,,,,,,0,279,03/14/2018 19:35:27,03/14/2018 19:35:27
264,Hepatitis E Infección,No debe donar si: transcurrieron menos de 12 meses desde su recuperación.,,"La Hepatitis E es similar a la Hepatitis A en la manera en que se propaga (ruta fecal-oral, alimentos contaminados por aguas residuales y agua). Puede afectar animales no humanos y ha sido encontrado en cerdos en el Reino Unido. Ha habido reportes de transmisión por transfusiones.",,,0,280,03/14/2018 19:35:27,03/14/2018 19:35:27
265,Pareja sexual de un caso confirmado,No debe donar si: transcurrieron menos de 12 meses desde la recuperación de su pareja.,,,,,0,280,03/14/2018 19:35:27,03/14/2018 19:35:27
266,Personas con la que comparte el hogar,No debe donar si: transcurrieron menos de 12 meses desde la recuperación de la última persona afectada en el hogar.,,,,,0,280,03/14/2018 19:35:27,03/14/2018 19:35:27
267,Herpes Oral,No debe donar si: las lesiones son recientes.,"Si las lesiones se están curando, se acepta.",,,,0,281,03/14/2018 19:35:27,03/14/2018 19:35:27
268,Herpes Genital,No debe donar si: las lesiones son recientes.,"Si las lesiones se están curando, y habiendo probado que no hay antecedentes de otras enfermedades de transmisión sexual, se acepta.",,,,0,282,03/14/2018 19:35:27,03/14/2018 19:35:27
269,Herpes Simplex,,,,,,0,283,03/14/2018 19:35:27,03/14/2018 19:35:27
270,Herpes Zoster,,,,,,0,284,03/14/2018 19:35:27,03/14/2018 19:35:27
271,Hidatidosis,No debe donar.,,,,,0,285,03/14/2018 19:35:27,03/14/2018 19:35:27
272,Hidrocefalia,No dede donar si: tiene una derivación permanente.,,,,,0,286,03/14/2018 19:35:27,03/14/2018 19:35:27
273,Hipercolesterolemia,No debe donar si: a) Ha causado enfermedad sintomática; b) Está asociado con enfermedad cardiovascular.,"Si no ha derivado en una enfermedad sintomática, aunque esté en tratamiento, se acepta.","La hipercolesterolemia ocurre cuando el nivel de colesterol en la sangre está fuera del rango de referencia para la edad y el sexo del donante. Usualmente esto se maneja modificando la dieta y a menudo por el uso de drogas. Los  niveles altos de colesterol no son en sí mismos una razón para
diferir a un donante. Si la hipercolesterolemia ha llevado a una enfermedad sintomática, como problemas cardiovasculares o problemas visuales o  neurológicos transitorios  el donante no debería ser aceptado, incluso si su  colesterol ha vuelto a niveles normales.",,,0,287,03/14/2018 19:35:27,03/14/2018 19:35:27
274,Hipertensión,,,,,,0,288,03/14/2018 19:35:27,03/14/2018 19:35:27
275,Hipertensión Maligna,,,,,,0,289,03/14/2018 19:35:27,03/14/2018 19:35:27
276,Hipertiroidismo,,,,,,0,290,03/14/2018 19:35:27,03/14/2018 19:35:27
277,Hipnóticos,,Se acepta.,,,,0,291,03/14/2018 19:35:27,03/14/2018 19:35:27
278,Hipotiroidismo,,,,,,0,292,03/14/2018 19:35:27,03/14/2018 19:35:27
279,Histerectomía,,,,,,0,293,03/14/2018 19:35:27,03/14/2018 19:35:27
280,Homeopatía,,,,,,0,294,03/14/2018 19:35:27,03/14/2018 19:35:27
281,Hormona del Crecimiento,"No debe donar si: alguna vez ha recibido hormonas del crecimiento derivadas de la pituitaria humana. ","Si se trata exclusivamente con hormona de crecimiento recombinante, se acepta. En el Reino Unido esto es así desde 1987.",,,,0,295,03/14/2018 19:35:27,03/14/2018 19:35:27
282,Ictericia,"No debe donar si: a) Tiene ictericia o antecedentes de haber tenido; b) Si la causa de la ictericia fue viral, vea la entrada específica para esa condición; c) Si la causa de la ictericia no se conoce, tratarse como ""Hepatitis de Origen Desconocido"".","a) Si se recuperó completamente de una causa no viral de ictericia (esto incluye pero no se limita a ictericia fisiológica del recién nacido, cálculos biliares y reacciones a los medicamentos), se acepta; b) Si se debe al Síndrome de Gilbert, se acepta.",Muchas cosas pueden causar la ictericia. La preocupación se da con las causas infecciosas que pueden transmitirse en la donación.,"En ""Obligatorio"" el link a ""Hepatitis B"" fue reemplazo por el link a ""Hepatitis de Origen Desconocido"". Hubo otros cambios menores para mejorar la claridad y evitar la exclusión innecesaria de donantes.",,0,296,03/14/2018 19:35:27,03/14/2018 19:35:27
283,Ileostomía,"No dede donar si: a) Hay malignidad; b) Hay enfermedad inflamatoria intestinal. ","Si la razón para la ileostomía no es en sí una razón para la exclusión y el estoma se encuentra saludable, se acepta",,,,0,297,03/14/2018 19:35:27,03/14/2018 19:35:27
284,Implante anticonceptivo,,"Se acepta. ",,,,0,298,03/14/2018 19:35:27,03/14/2018 19:35:27
285,Mujeres,,Se acepta.,No hay evidencia de mayor riesgo de infecciones transmitidas sexualmente en mujeres homosexuales o bisexuales que en mujeres heterosexuales.,"Es una nueva entrada que combina las entradas previas para individuos ""Homosexuales"" y ""Bisexuales"". Se agregó ""Información adicional"".",,0,299,03/14/2018 19:35:27,03/14/2018 19:35:27
286,Hombres,,"No hay restricciones específicas con respecto a la donación para conductas sexuales entre hombres, pero deben ser documentadas para facilitar una discusión profunda si el donante es potencialmente compatible con el paciente. Esto asegura que la práctica actual de evaluación individual riesgo/beneficio previa a la donación continúe.","La guía ha sido modificada de acuerdo con las recomendaciones del Comité Consultivo sobre la Seguridad de la Sangre, los Tejidos y los Órganos (SaBTO). Las recomendaciones han sido tomadas por el Departamento Inglés de Salud y las autoridades descentralizadas en Escocia, Gales e Irlanda del Norte. Los hombres que tienen sexo con otros hombres tienen una mayor probabilidad de tener una infección no diagnosticada que podría transmitirse a cualquier persona que reciba su sangre, tejidos o células. Durante 2012 y 2013, SaBTO encargó un subgrupo la revisión de los criterios de selección de donantes y los riesgos asociados con la donación de tejidos y células por hombres que han tenido relaciones sexuales con hombres. Esta revisión consideró avances en la sensibilidad de los procedimientos de prueba actualmente utilizados en el Reino Unido, la prevalencia de infecciones transmisibles por transfusión en los hombres que han tenido relaciones sexuales con otros hombres, el nivel actual de cumplimientcon las directrices de selección de donantes y, en su caso, los procesos adicionales utilizados para reducir el riesgo de transmisión de infección viral. Esta revisión recomendó que el aplazamiento para los hombres que han tenido relaciones sexuales con hombres sea eliminado para aquellos que sean potenciales donantes de células madre. ",Para eliminar la restricción respecto a la donación para donantes con antecedentes de conductas sexuales entre hombres.,,0,299,03/14/2018 19:35:27,03/14/2018 19:35:27
